gender,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32
0,-542.81866,31.256796,-4.0779753,3.230232,-6.4812045,9.706422,-8.916244,1.32371,-4.1598225,-8.78184,-7.9080386,-0.48677355,-8.726601,-0.9131494,-3.1618412,0.11649626,-3.9426742,-4.554851,-3.3286314,-0.8261089,-2.0563245,0.13879472,-1.2746488,-0.9390658,-2.3110814,-0.051370554,-0.56098986,0.074159764,0.5833698,1.3592371,-1.4759516,1.0714234
0,-457.67316,21.579376,-4.333355,4.981056,-1.2453014,-3.6546733,-8.57653,-6.583206,-6.8173027,-1.2295408,-3.19288,-0.85210156,-0.82813334,-1.8699694,-2.1687868,1.0925772,-3.557754,0.12119448,-0.45639172,-3.0603335,-1.9703978,-0.05017142,-2.3421617,-0.121885546,0.96620184,0.42317346,1.1495805,1.7245016,-0.5167341,0.6797835,-0.37247095,0.08467817
1,-450.81253,36.19842,11.330546,17.425919,-3.4356205,-1.0138979,-7.650062,1.0268945,2.828619,0.81313103,-3.742789,-1.3199862,1.2002348,1.3654547,-5.1696444,0.5157056,-5.413767,-1.1098623,-2.1434166,-0.19259794,0.982723,3.2379475,1.4865475,0.45166653,-4.4132886,-2.9424312,-2.9604516,-2.7640843,-4.288774,-0.32214388,-0.7201451,0.14070609
0,-422.8662,24.508068,-8.324688,13.672616,-3.2119558,-8.691665,-8.871824,-3.4982831,-15.625783,-7.000794,-9.562808,-6.250555,-5.4723988,2.2154026,-8.176922,3.1449766,-1.4617115,0.378438,-2.1682801,2.3764625,-6.298305,2.5068774,-3.5996847,0.51548475,0.96091574,0.9526088,-0.6791676,-0.6395752,-0.8379966,0.027530612,0.8741611,1.0331808
0,-518.2409,28.875288,6.133048,1.4092319,3.7874887,4.108108,-0.09395779,-1.547671,-2.1390183,-2.3378432,-5.088024,-2.3436787,-4.4255266,-2.71114,-3.9333634,-1.678406,-1.1781416,-1.1585988,-1.7036715,-0.19958574,-1.2394722,0.6731206,-0.76553917,-0.61452556,-0.06873475,-0.632167,-1.0485693,-0.11099512,-0.1399218,-0.5447691,-0.59194875,-0.42192146
0,-420.87717,19.120981,-2.0078788,-9.660873,-7.305587,-2.9209867,-9.390993,-4.737698,-8.332062,2.957782,-2.0884082,-2.8098981,-3.6771917,2.4724708,-1.8238645,-1.6611782,-3.3141093,0.56582016,-4.0541725,1.0094497,-3.1834083,0.5871321,-0.74492264,-0.88016176,-1.3383394,0.7036962,-0.63345546,-0.3293305,-0.34051752,1.5523617,-0.60276544,0.39666724
0,-442.8273,46.112934,-2.1980383,-14.618619,4.454643,-2.069197,-5.938386,-7.4495897,-5.2294793,-7.1690946,-9.718228,-1.4114251,-1.7519011,-0.98456573,-5.4734125,1.1973875,-4.3001504,0.9008098,-4.2669315,1.7796993,-1.726102,1.1971607,-2.2148566,2.3435483,-0.6728217,0.9874103,-0.40906167,2.0804472,-0.82974887,1.3538235,-0.22370261,0.51591325
1,-436.19467,18.513361,1.203635,3.862172,-3.6007655,-1.0062313,-2.1398153,-1.1701497,-2.5406594,-3.0655875,-5.93724,-1.9998302,-4.841255,-3.3306746,-2.601509,-1.3494622,-1.4678755,-0.006407264,-1.6332953,0.8599932,-1.2370155,1.0612355,1.4329015,1.545683,0.24272628,0.21698406,-1.5369242,-0.08134181,-0.6864609,0.11679183,-1.2055304,-1.0000926
0,-602.08295,48.119343,-5.8924594,-1.2673293,-1.5995227,-4.4289613,-9.403969,-5.3004246,-5.0424643,0.7079961,-4.7477007,-0.6031417,-2.3729024,2.0872753,-5.2099695,-0.9555442,-2.9489355,-1.888724,-1.7051538,-2.4240007,-4.6747165,1.0620885,-0.5833577,0.7223723,-1.7056503,1.9506992,-1.7487226,0.64779866,-1.1230586,-0.71983975,-0.77023554,-1.1655848
0,-622.1875,112.7854,-23.059065,-3.461838,-11.8753395,24.892443,-11.28118,-11.628956,-21.075754,-7.6171417,-13.525302,-15.813312,-7.1406775,-8.461565,-6.2412777,-10.614277,-4.883553,-5.6386614,-5.1786757,-3.421169,-2.9882925,-3.7272086,0.14115085,5.8351717,3.5841682,-2.3455672,-1.7961925,-0.8946738,0.78486764,-0.23570944,-2.7730327,-2.614865
0,-314.80173,56.55363,-4.832183,10.306315,-2.1557448,9.037003,3.5572765,3.3115203,3.5805712,5.105166,-0.6139792,0.8429092,-2.099732,0.71385485,-1.1467462,5.1805625,-1.9913186,-1.253801,-0.5816447,-1.153143,-2.091136,-0.38743347,-3.9320421,-3.8758545,-9.085164,-5.092705,-6.1257706,-3.9733934,-2.1013062,0.4347995,-3.9142175,-5.075761
0,-422.1902,46.6365,-0.15965664,2.3178592,-1.2795737,3.3354523,-4.8160777,0.68483514,-1.3057001,0.24744175,-3.8967857,-0.6398473,-1.4081645,0.50505316,-0.6882323,-0.21960782,-2.988705,-0.96531135,0.47919363,0.56869954,-0.46261567,-0.7785563,-0.6578634,0.580376,-1.4836147,-0.68776274,-1.959099,0.52645415,-1.0543593,-0.1879047,-0.080023326,1.4219012
0,-742.2549,43.37682,-2.394644,3.2820053,-17.96675,11.634138,-10.003214,12.754477,-1.534774,9.519621,-7.669775,5.5041623,-7.4982014,4.603461,-7.3721347,2.9416983,-5.9264164,1.739752,-8.933362,0.046579868,-6.76826,0.50655144,-4.4236465,2.0060477,-4.0874157,2.2920485,-2.8480866,2.3267787,-2.507479,0.7979292,-5.827999,-0.60564107
0,-561.3024,22.06728,-11.723984,-0.5994342,-2.6734622,0.19026813,-5.3358808,-0.285881,-3.4846,0.69356596,-0.9158947,-1.9563816,-3.8902645,0.39227283,-2.6327615,-3.3237653,-2.3438072,-0.59307253,-3.3850927,-0.77894175,-1.9940656,-2.1440217,-0.25547695,-0.37080824,-0.6168366,-0.42887017,-1.4319568,-0.2701276,-0.8787202,0.15897548,-1.569141,1.2686298
0,-473.24597,21.133192,0.39882088,0.2410761,0.80753344,-3.215449,-5.735182,-5.349254,-6.575521,-0.6757863,-6.033258,-1.780749,-3.6690466,2.7401302,-2.5905826,0.050718296,-1.2223035,-1.6633334,-4.3873987,0.6798,-5.247851,0.5676734,-0.59702367,0.37363067,-1.9119986,0.8157803,-1.055623,2.2046497,-1.581348,1.9498738,-1.0628319,1.3932891
0,-633.7147,11.175903,5.568413,4.505489,2.7754085,2.3206925,0.48438352,0.79343015,0.3122921,1.1809381,0.08130112,-0.419989,-0.3753986,-0.5346096,-0.76169294,-0.2946013,-0.8083725,-0.62585664,-0.33641037,-0.16163835,-0.30152744,-0.29096225,-0.10924394,-0.19782916,-0.3676945,-0.2733056,-0.4496601,-0.0387002,-0.22452828,-0.29953957,-0.34675762,0.09429153
1,-384.0472,26.267359,-8.238577,7.6066537,5.14144,2.15319,-1.3581926,0.9068202,2.2223475,-3.5866258,-9.1528425,-2.0772026,-7.478813,-1.9065673,-3.487483,-7.0309854,-6.8978066,-0.9243748,-2.6296,-1.3289498,0.49141684,3.9042048,-3.0601137,-1.5087948,-0.26804775,-0.55300677,-1.419788,1.480473,-0.5380637,1.6749586,-0.3566536,-0.539272
0,-506.0583,39.15032,-16.075884,6.9204454,-7.3599315,9.389333,-13.313091,-2.1796775,-11.126731,4.8387766,-9.129366,4.1541476,-9.021698,-3.1505046,-9.685125,-1.7695054,-5.577897,-3.2871132,-6.39289,-4.2120266,-1.5065536,-2.3508382,-6.5403256,-4.163719,-5.152691,-1.2528076,-3.1273274,-1.8022025,-2.4278965,-1.4361094,-1.0149865,0.07860834
1,-324.46082,62.569637,-23.367245,14.781333,-5.5196323,11.823108,-24.621996,-0.3448959,-13.845129,-3.6477728,-12.593669,-3.2004237,-10.393533,-0.935837,-10.766521,-5.1740746,-7.2237015,-3.3899074,-5.0162587,-1.6140691,-4.8351765,-1.654762,-2.887409,-3.4912162,1.69087,-4.7860622,-2.267107,-1.2846243,-1.6959536,0.19963926,-2.1176333,-1.6647049
0,-468.3747,34.43826,-10.582709,9.207259,-2.498611,0.42014697,-5.243065,-3.5141435,-4.460434,-3.759748,-6.0881143,-1.0815338,-3.961475,-0.108776964,-2.2798138,0.9163943,-3.0701253,-2.5151722,-3.2507005,-3.7310448,-2.1979544,-0.5995771,-3.11346,1.0312349,-0.5233055,-0.26848024,0.99816734,-0.679531,-0.4515335,0.8835974,-1.2142802,1.3442063
1,-428.82425,39.18892,0.8033848,18.698973,-18.510963,2.6385226,-16.07874,-1.8511993,-1.7973565,-5.377125,-0.9695908,-5.776726,-0.83610034,-4.444763,-6.0199156,-0.3525367,-7.462961,2.1032755,-5.885091,-3.0989425,-2.1668298,-4.914749,-2.9930859,-3.2200713,-1.4559836,-1.2876879,-2.5123198,-0.45316294,-1.39647,0.71944237,-1.2221057,0.1612071
0,-495.45752,18.537466,-4.544105,5.974164,-9.860266,-0.68766016,-3.3515322,0.29151332,-5.3312573,3.2337742,-4.800256,1.6172659,-4.786889,-1.6478822,-3.8632526,0.2693411,-4.2164683,-2.1058905,-2.5602157,0.124412335,-1.3616929,-1.4591188,-0.045228645,-1.1210318,-1.0636936,0.08537572,-1.0227501,0.35527775,-1.4281528,-0.05981261,-1.3225714,-0.31070203
0,-393.39377,33.62185,-12.062785,3.0536528,-9.278591,-6.6439075,-19.814137,-4.2526097,-9.434285,-0.43275076,-3.371096,1.3226124,-3.456711,0.006908233,-2.2762506,-3.4343243,-2.4494267,-0.28104103,-3.7696202,-1.1363431,-4.9610825,-3.6462889,-1.1005439,-0.99837613,-0.9969469,1.4856689,0.7637178,1.6763282,-0.73853415,-0.46500424,-1.4600265,1.9276892
0,-384.9821,28.363024,-15.638143,1.3545783,-2.8683467,-3.3190625,-11.323611,-11.777047,-9.913688,-3.9906507,-11.233182,2.56139,-6.498956,-7.1044955,-3.865755,-3.0594172,-7.400054,-1.297152,-4.2078733,-1.069982,-2.7758164,-2.2809398,-2.6735096,2.580324,-0.33044186,1.6018031,-0.4613746,3.000489,0.28162512,0.73175734,-0.5252811,0.43310723
0,-393.40076,68.464455,-23.117321,19.830866,-28.591003,0.47458476,-12.135189,-2.3953385,-5.12238,-8.322516,-4.832859,-9.195257,-4.045967,-6.5076103,-4.0433903,-4.022862,-5.8757834,-4.4134645,-4.528455,-1.7102764,-2.6608489,-2.4487016,-1.5175403,-3.2044387,0.39532393,-1.7048143,-2.1028702,0.9667504,-0.5072427,2.788043,0.5464477,-0.3265471
1,-453.44318,13.803141,-8.438999,1.7891953,-5.1251497,-1.2459377,-10.985731,-3.1958895,-2.5671868,-0.1880612,-6.4404364,0.028068958,-2.0725718,-1.4305779,-3.8474767,-0.5351328,-2.8188217,0.8743764,-1.0476596,-1.8319324,0.09956992,1.960541,-0.0110239005,1.3113114,-0.84858835,1.220249,-1.577131,-0.0006821445,-1.7239234,0.5496369,-0.06461906,-0.4220657
1,-354.567,34.55718,-22.47288,-9.769179,-9.947002,-5.894253,-13.958962,-14.622087,-10.648717,8.467937,-7.5047374,2.497652,-3.5603204,2.9716642,-6.782632,-5.118471,-8.53993,-2.4275682,-1.5615009,6.729575,-1.9607499,5.4241185,-1.8412131,-0.49702933,0.2085715,4.2124066,-2.081594,1.0201089,-1.7023822,0.10256458,1.3193648,-0.3907981
0,-267.9306,55.091164,-3.5154576,20.10928,-24.144766,-7.406675,-20.001392,-1.1939864,-8.939529,-2.1154275,-13.359083,-6.4742002,-8.5000725,1.968861,-12.936235,4.895389,-7.8403955,3.8616667,-11.492068,1.8346502,-2.3671799,-2.212878,-2.8034317,2.4196491,-2.3058987,2.3256166,-2.950398,1.1629541,-1.6518828,0.94834447,-0.30034262,-0.9846351
0,-393.13455,17.613955,-0.60595065,-3.0439703,-6.5077696,3.553858,-13.246947,6.1771026,-12.424456,2.6270416,-8.318258,3.3627503,-4.884657,3.1504667,-5.3624816,2.01908,-5.4665027,1.2228615,-4.297173,0.7376097,-4.636753,-1.6196774,-1.7566636,-1.0290756,0.10612623,-0.8696245,-1.2798915,-0.103729494,-1.8837873,-0.34874904,-1.4904029,-0.29680502
0,-494.28427,10.9435,1.0659443,1.4187348,-4.6841164,3.1555839,-10.790358,-2.4216435,-5.9366064,0.8310726,-4.1345167,-2.2936018,-1.1511991,1.3433771,-2.7594905,-0.9189835,-2.1909084,-1.4412583,-1.6934551,-0.6184367,-2.2312005,1.6540672,-0.8015121,1.4345534,0.97708267,-0.38472143,0.051958155,1.1102661,-0.812498,0.40790385,-0.5760314,-0.2491195
1,-501.4108,11.47035,0.1678439,5.120123,-5.5757666,-3.3361497,-6.9877276,-2.9205086,-3.678728,-2.4978492,-4.2424107,-0.11885849,-1.5117966,0.102766745,-0.13655439,-0.62932223,-0.12348619,0.46704412,-2.1804488,0.4712275,-0.9006346,0.7408733,0.30656075,0.0031521742,-0.19870618,0.9884869,-1.4478284,1.7187889,-1.5120344,0.48990712,-0.49539903,-0.35159096
0,-494.43442,42.29176,-7.277913,13.032567,5.467193,2.3255801,-5.016252,-1.6758868,0.7206527,-0.75865823,-4.398633,0.6720449,-3.3094776,-0.28822297,-3.3244083,-2.7891212,-4.0746474,-0.4044861,-1.4085667,0.985734,-1.7807057,0.9087262,-2.9334586,-3.4198868,-2.1484733,-1.5145714,-3.9521027,-0.8632107,-2.8997765,-1.7280247,-2.5111384,-1.7964351
1,-483.70712,9.904358,-2.0647469,1.2090573,-9.391083,-1.6575212,-10.142229,-6.073026,-5.2144585,2.198563,-4.6426115,0.48633817,-1.9121461,-1.4788883,-0.544512,1.4717305,-2.8725193,1.2822976,-1.3127611,1.2678246,-1.6293542,1.2431586,-1.2499396,0.8253336,-0.97099715,-0.9993383,0.032505173,0.14275862,-0.5874025,1.0046344,-0.7238177,-0.06932846
0,-355.21524,46.205566,-26.114223,8.26313,-19.745876,-1.3472387,-27.17549,-6.0598855,-8.784251,-9.6523905,-8.691048,-16.84554,1.5714579,-0.45830524,-8.731885,0.29266572,-7.733289,2.2056446,-3.5150554,-0.8696382,-3.7051094,5.3047795,-2.5314703,3.477474,-0.7010654,-1.4697381,3.0974433,-1.101842,-0.3663523,1.506244,-0.9556599,2.120195
0,-303.2116,83.66269,-16.746658,5.935488,-1.7387135,-2.0071254,-25.332952,-14.065325,-13.513545,-1.7827615,-5.707171,3.686466,-12.735875,-1.2672539,-14.111699,-6.899162,-11.892707,-0.5268802,-9.101246,-2.6381788,-7.907138,1.362142,-6.5540195,2.4137373,-2.5085874,-2.941168,-2.8374946,2.281788,-5.044845,1.5577265,0.7932966,1.7262957
0,-540.49756,17.381575,-4.404445,4.8717113,-0.2866526,2.243941,-3.7447703,-3.5661628,-5.0650773,-0.7707031,-2.5519724,-0.5287721,-4.2245803,-0.35989898,-2.0735772,-0.07845139,-2.7189941,0.4204605,-3.9207215,0.6685734,-2.8370051,-1.6440839,0.49474317,-0.32463756,-1.3177265,-1.1988583,-1.452031,0.50572896,-0.3633826,-1.2432871,-0.3071141,-1.1232756
0,-514.8899,9.8104105,11.664942,-4.4820013,-1.754485,4.0362377,-7.329775,0.57416564,-6.6188006,1.1875198,-0.4676282,3.686737,-3.5436618,2.5468128,-4.813751,1.4207022,-2.7203414,-1.3827634,-3.7454417,0.4945234,-4.099613,0.3185335,-2.8698313,1.8545661,-1.88381,2.3566322,-1.4846811,1.1966093,-1.3900566,0.08176268,-1.4444209,0.57995325
0,-362.74014,48.760254,0.9374837,6.363914,-7.3281145,-8.082657,-9.773978,-9.411947,-11.760256,-3.8236773,-14.55419,-3.3727865,-8.223411,-1.8154525,-5.5759573,1.4677773,-6.0205746,-2.8045402,-6.176648,-0.7674101,-5.428792,-0.5058274,-2.9922326,-0.40584755,-0.93569213,0.5916436,-0.36632589,2.232581,0.18937287,3.473996,1.3131458,3.1761556
0,-530.07526,38.14729,-17.365646,14.438453,-11.152145,2.2627208,-11.244815,-2.546082,-7.842371,-5.439164,-6.2929263,1.353599,-5.3743687,-3.9566157,-2.1203172,-4.099828,-2.7701778,-1.2710198,-2.3886368,1.6785197,-1.3572915,2.5803123,-2.2664924,0.96707517,-1.6592685,-1.1121874,-2.1768246,-0.67512906,-0.796534,0.41460687,0.038917,-1.2876393
1,-436.7921,33.129356,10.534714,7.7204447,-2.8906138,-0.5004687,-14.422535,-7.9555616,-2.0583673,-4.1171026,-8.396652,2.690502,-2.4609194,-3.5154753,-5.950177,-3.6942618,-4.663302,-1.0518005,-3.6765165,1.0435483,-3.4280796,1.9382937,-1.9689044,-1.0274572,-2.470617,-3.3105924,-2.8429482,-1.2202455,-3.3923736,-0.535266,-2.017392,-0.52098775
0,-458.2121,31.588448,-8.378665,8.627395,-4.013672,1.5215852,0.056959387,0.4764997,-6.731576,-2.4590762,-8.72234,0.8010024,-6.4822025,-3.512748,-7.566931,4.462304,-10.123995,-5.005625,-5.067914,-1.3464935,-3.313449,-2.5353477,-6.14192,2.174771,-5.121333,-0.30864376,-3.9083354,-1.7309419,0.43966863,-1.8440521,-1.5627156,-0.9476355
0,-448.41974,17.723318,-38.151726,6.86631,3.48678,4.065111,-6.3877063,-16.254063,-2.5747378,7.324989,-9.650261,-4.011818,2.9152632,-1.5219277,-2.6799605,-4.812824,-4.279838,-3.3979425,-3.5322585,1.498548,-4.8362517,-1.1511859,1.0620682,2.1111135,-0.96715367,-0.6399713,-5.1013937,-0.13565457,-2.0762293,-0.16006558,-3.144443,-1.4907308
0,-333.39154,72.730835,-53.50651,15.78218,3.0465872,11.085471,-10.81834,-20.282284,-14.065915,-1.950593,-8.838506,-7.703852,-2.2148635,-5.9672422,-3.2975585,-4.0615544,-8.431802,-3.6838846,-1.6441896,-4.364239,-6.2249327,-0.5666128,-1.8468093,-1.897398,-0.62087125,0.58861274,0.36860427,5.703301,1.0616771,2.67807,0.63370806,-1.4452649
0,-477.3331,29.94267,-7.1077113,-0.60242105,3.979221,-0.49839136,-6.9024696,-5.0550733,-3.1339579,-3.225289,-5.182406,2.0671573,-1.7774585,-1.2610704,-3.3327389,-3.286192,-4.1911225,-2.5913484,-2.6922672,-3.0663095,-3.3077571,-1.3586534,-3.4490635,2.2473106,0.1575865,-1.3205715,-0.378642,1.8453671,0.39526418,1.4685404,0.21112062,-0.5380733
0,-538.44965,10.257204,-4.2031236,3.2460706,-3.1468515,-6.386091,-8.095234,1.8754969,-4.668682,0.05280661,-1.7126367,-1.4985633,-1.1903286,0.5436879,-7.387851,2.0096486,-3.2814472,-1.0329348,-3.0705454,0.9624541,-3.1564667,1.509179,-2.5420117,1.0280522,-0.8107552,0.6987235,-1.1208481,1.5939265,-0.68843335,0.62025166,0.43132645,1.5990182
0,-397.4755,39.092545,-22.41697,-2.1690173,-6.5525713,6.4152617,-11.101578,-1.6559021,-2.5225155,-1.6494017,-1.0301353,-2.2669568,-2.3256416,-0.41957578,-6.261762,-4.981643,-1.3046457,-0.6791398,-8.366624,-4.905896,-3.5165915,-2.1510177,-5.5894775,-4.3681455,-4.144523,0.84493387,0.5516113,-2.9814882,-3.4083445,-1.4490757,-1.1452796,-2.622478
1,-452.02737,41.54846,-6.607393,-22.618258,-17.182817,-12.762652,-13.963985,-2.3689654,-4.4456434,-0.21528865,-4.3118753,1.0601072,-2.7239652,-3.4665534,-4.5888076,0.36862263,-6.690495,2.1957555,-3.1025388,2.7690034,1.3335935,1.323535,0.7045582,0.64649624,0.95370764,2.1714137,-1.5643448,1.2696984,-1.2408513,0.5607832,-0.37234843,-1.0183713
0,-400.01547,87.76319,-7.1351724,-8.372418,-20.488968,-12.328719,-19.378511,-15.993123,-10.847716,-0.81733805,-6.2346034,-1.6085466,-2.0905669,2.2200723,-4.769033,-8.519659,-8.855636,-7.0308385,-11.788487,-2.788135,-5.7867503,-2.9075425,-3.9541497,0.0043342393,1.7107916,0.9491116,-6.05652,-1.8296045,-0.76457053,0.7801598,-2.4991136,-1.603548
0,-393.57568,36.733845,-3.4910784,6.002451,-2.242565,8.12427,-5.0624633,-3.7743652,-11.766825,3.055008,-8.568269,-5.315303,-7.9812684,-0.30044556,-6.243541,0.64140755,-6.0663433,-1.9734129,-5.561981,-2.5368373,-3.3904467,-0.843759,-5.440951,-0.21479592,-2.2147472,0.012080364,-1.0025033,-2.1278195,-0.29330328,-1.226644,0.17210342,-0.99291384
0,-455.81705,14.988042,-8.887603,-0.6167284,-9.212556,-4.436176,-9.557919,-1.2896563,-7.189772,1.2941628,-6.675198,0.7985667,-4.296353,-0.6460048,-2.3577573,-0.23196262,-1.0330834,0.5342817,-2.6118474,1.0482986,-0.4106621,0.13393535,-0.8308302,2.1439507,-0.59985274,0.16582416,-0.13550071,0.009126103,-1.3195392,0.68290323,-0.4413923,0.37409174
0,-366.28687,107.78561,-8.057019,6.326581,11.591389,0.46738333,-3.3672829,5.1812925,2.6638663,-1.7579917,1.7865237,-4.023297,-6.8601403,-2.2001312,-0.4203972,-0.011259165,-4.28655,-3.2547362,0.70283717,0.2897774,-0.7976453,0.35385242,3.4746912,0.5065195,-2.0658562,-1.2118623,-3.7844975,-4.320452,-2.5128117,-1.3282682,-0.27536556,-1.9244944
1,-357.21973,28.3861,-18.742256,-0.16543733,-3.5843637,-14.116379,-26.054958,-7.417164,-8.46595,1.5188502,-5.5442944,2.4646099,-9.490113,0.03137095,-7.6065636,-1.5348881,-2.5189786,2.5419762,-2.058859,1.9169556,-1.8589851,3.959366,-4.1048164,0.57632434,-0.027659817,1.7317446,-1.9260365,2.2876172,-3.9559176,2.3847897,-2.680984,-2.7384827
0,-826.6956,0.29369286,-4.3351965,-2.374374,3.1190462,2.163566,-3.089386,-1.2156297,-2.6438355,-0.44602194,-0.72331995,-0.4622274,-1.434122,-0.5473526,-0.27973875,0.35971648,-1.9551604,1.3436852,-0.5289594,-0.3307912,-0.24089244,0.39464253,-0.24933223,-0.6794341,-0.115970984,0.96750116,-0.85878915,-0.095177464,0.64675,0.87345546,-0.07045976,0.073934086
0,-363.82852,37.838573,-21.383642,6.073288,-9.876489,-5.383919,-0.13746014,7.2378187,5.2318764,-1.5538989,-11.548352,-4.022045,-4.1738815,-2.396395,-2.737676,1.8970367,-4.07343,-2.851151,-6.8603168,0.6425949,-3.7165864,-1.2492338,-0.30082715,1.3884172,-1.6928883,3.2358742,2.481957,3.442076,-1.5179209,-0.54807895,-2.4170845,-0.9551174
0,-444.72092,4.0585175,6.6196117,11.094255,-6.5592246,10.156856,-9.772953,1.8229986,3.7136106,-3.774121,-5.8241467,1.6051422,-4.3170257,0.22765407,-6.0002418,-1.8458977,-2.3865483,0.1732076,-7.3474836,-0.6881808,-5.0993853,0.29704335,-3.0370238,0.56995857,-2.6720893,0.4729605,-3.2418957,0.47592598,-1.148608,1.3381231,-0.657237,0.85223776
0,-501.58838,10.131635,8.474627,2.9494991,-2.178677,3.5757613,-5.6368766,-0.5948988,-4.315642,1.0056651,-6.880626,-0.26611772,-3.4643378,-1.4905598,-3.8325825,-0.8986372,-3.8707595,1.3328278,-4.608088,1.0015647,-3.3579254,1.0093987,-3.0818303,-0.29531932,-1.1078773,0.8654047,-1.8617127,0.45274872,-2.2294827,1.00746,-1.0384196,0.4816265
0,-448.581,59.81901,-7.633406,-2.2462027,-4.9039917,-3.2883964,-22.359251,-13.287669,-0.841902,-3.3922698,-8.1132345,-0.15390044,-13.464952,-4.833125,-2.042913,-3.7858014,-4.8775415,-2.662798,-8.281951,-0.68227655,-5.890452,-4.539569,-2.293211,0.95454454,-2.1329572,6.534166,1.5422481,5.3694215,3.8354254,2.9617481,1.2738968,2.1409564
1,-398.80005,31.896654,4.387866,7.7028027,-6.1366005,1.6560225,-14.123789,-6.367476,-9.577723,-3.217102,-15.533503,-5.344759,-3.7366853,-3.531688,-8.286059,-0.65626323,-6.8005857,-4.7293057,-3.0140018,-2.4502015,-6.3369246,3.3137333,-3.732231,-1.7050029,-0.37079528,1.484247,1.4937806,-0.3897453,-0.3864046,0.09093756,-0.19599077,-0.83247405
0,-381.9411,16.345064,-17.658905,5.4927077,-4.126356,1.063672,-24.529575,-0.9467731,-11.758904,-5.501836,-6.4416766,-0.17540285,-8.938975,-1.0280442,-2.4662359,-1.1272113,-5.4967203,2.796175,-4.3736877,5.155278,-3.2203398,2.3958452,-0.6841856,2.8555038,-0.20765859,-0.120696746,-2.579265,1.8885636,-2.1254141,-0.08912609,-0.44167858,-1.0084935
1,-464.39294,25.0365,-8.60951,20.034971,8.939707,0.6208832,-0.17521909,6.5539913,2.9474907,-4.704188,-18.564024,2.7312288,-0.38657132,-0.62595206,-7.1391253,-5.875948,-2.5920048,-6.5791235,-10.532973,-0.40153906,-6.8249655,2.055824,-4.4801965,1.2750703,3.9416976,-3.591467,-0.43158066,-0.31763735,-3.4955046,-0.67611754,-0.6387815,0.0008762544
0,-435.44666,5.4852285,0.64716536,3.9297163,-7.7782702,0.75268394,-13.1951885,-4.954402,-5.9298816,-1.9485378,-4.4462576,-2.3178499,-4.541315,2.9083722,-3.3706396,-0.1230594,-1.897149,1.5911149,-3.4779043,2.9087336,-1.7340856,1.3278462,-2.2138302,2.1424167,-1.8299595,-0.1423947,0.118626624,2.863806,-1.3724107,1.7854297,-0.7574399,0.17458624
0,-545.467,36.354187,9.01893,15.217446,8.353986,6.862419,-3.6625676,-4.4817286,-4.0444045,-0.09360509,-6.40879,-6.9815073,-4.88924,-2.998885,-9.167826,-4.7856197,-2.31699,-3.0593994,-4.084769,0.16950059,-3.6027753,0.13054647,-3.3568065,-2.264785,1.3833481,-2.8770485,-1.065289,-1.7218589,-0.5894716,-0.51694685,-1.4593452,-1.7073212
1,-412.3058,44.737526,-13.988883,-8.200043,1.1481743,-2.5599616,-8.192942,-3.3054187,-3.411881,-2.0339437,-10.407938,-4.019645,-5.288459,-6.8779364,-4.007264,0.29996604,-6.8205075,-1.0999733,0.8085269,-1.1241829,-1.9866277,0.119718894,-1.5532851,2.1649542,-3.1423821,0.3797507,-1.5044128,0.6929939,-1.6885184,1.4457058,-0.3895382,2.546326
0,-293.47675,64.62521,-1.6764584,-13.260856,-6.512896,-9.749154,-31.276514,-13.72445,-21.365992,4.9293604,-10.807298,-2.7129934,-18.462751,9.871483,-10.479732,-5.5491242,-9.653292,2.390347,-6.7233233,0.54742473,0.49032152,-2.5661464,-6.4338727,-6.2294946,-7.2512727,-2.5226395,-3.4503176,4.148686,-3.8547747,5.142083,2.4344535,1.4364467
1,-470.90576,21.839716,0.8838956,6.3542547,0.44634354,3.1002302,-4.726155,-1.5158184,-1.5639963,-2.7834072,-4.831483,-1.5223231,-3.3897657,-2.8443012,-2.8172438,-3.570908,-2.2763596,-3.8761194,-3.7203636,-2.8179708,-3.5197601,-2.1174529,-4.615743,-1.497008,-1.9805014,-1.5886838,-1.89983,-1.5067974,-1.5674136,-0.30349097,0.68279564,-0.041184265
1,-303.69,36.803463,-24.441164,-8.696585,-13.163939,-6.5559783,-29.274582,-19.389372,-18.968628,3.5365193,-8.212533,3.565108,-3.4360452,6.733843,0.42091632,-5.1419115,-0.77765185,-0.04224517,-8.554938,1.8817581,-4.573864,2.3558,-0.3730802,2.2934535,-1.8314971,5.0700336,-1.4158007,1.9216572,-2.3962924,-1.317927,0.19527814,2.535155
